City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,country,Date
Ballina,-28.8667,153.5667,64.36,63,75,8.05,AU,1627004602
Samarai,-10.6167,150.6667,79.75,80,78,11.77,PG,1627004602
Linxia Chengguanzhen,35.6003,103.2064,76.44,55,99,1.77,CN,1627004553
Hedensted,55.7704,9.7011,58.82,85,6,6.4,DK,1627004603
Cabo San Lucas,22.8909,-109.9124,96.51,71,0,10.42,MX,1627004449
Hualmay,-11.0964,-77.6139,64.04,82,8,9.82,PE,1627004397
Santa Rosa,14.3122,121.1114,82.11,88,100,13.98,PH,1627004063
Forestville,38.8451,-76.875,74.25,67,1,3.44,US,1627004603
Labuhan,-6.8844,112.2051,83.43,68,8,4.5,ID,1627004349
Ulety,51.3572,112.4849,73.81,58,10,9.24,RU,1627004604
Merauke,-8.4667,140.3333,82.31,59,96,9.06,ID,1627004604
Mpika,-11.8343,31.4529,52.09,84,1,3.36,ZM,1627004604
Alta,69.9689,23.2717,44.19,76,90,7.0,NO,1627004605
Wajir,1.7471,40.0573,71.76,72,21,14.56,KE,1627004605
Bay City,43.5945,-83.8889,71.11,68,1,5.75,US,1627004605
Hong Kong,22.2855,114.1577,89.26,81,64,7.0,HK,1627004009
Kampli,15.4,76.6167,73.26,84,100,23.13,IN,1627004606
Terney,45.0503,136.6092,82.15,68,72,4.83,RU,1627004606
Mayo,38.8876,-76.5119,75.15,76,1,1.01,US,1627004606
Belyy Yar,53.6039,91.3903,69.69,68,0,6.71,RU,1627004606
Marand,38.4329,45.7749,71.94,46,7,3.31,IR,1627004607
La Ronge,55.1001,-105.2842,77.25,41,40,6.91,CA,1627004329
Dali,25.7,100.1833,70.07,75,50,2.19,CN,1627004607
Puerto Escondido,15.85,-97.0667,83.23,65,75,5.75,MX,1627004338
Evensk,61.95,159.2333,51.76,94,100,6.04,RU,1627004116
Punta Alta,-38.8759,-62.0736,54.03,59,62,10.38,AR,1627004426
Seymchan,62.8833,152.4333,56.32,93,100,6.64,RU,1627004015
Nuuk,64.1835,-51.7216,41.61,100,75,8.05,GL,1627004413
Kérouané,9.2667,-9.0167,69.64,98,99,3.53,GN,1627004608
Richards Bay,-28.783,32.0377,54.7,37,1,15.28,ZA,1627004608
Ostrovnoy,68.0531,39.5131,41.45,92,100,21.14,RU,1627004609
Dourbali,11.8091,15.8632,76.17,76,100,6.46,TD,1627004609
Ikirun,7.9167,4.6667,74.68,95,100,5.28,NG,1627004609
Port Elizabeth,-33.918,25.5701,48.49,76,0,5.75,ZA,1627004609
Comodoro Rivadavia,-45.8667,-67.5,58.86,41,0,13.8,AR,1627004610
Ol'ga,43.7444,135.2892,88.9,55,36,5.1,RU,1627004610
Bose,45.4612,8.0137,72.14,87,29,4.14,IT,1627004610
Burns Lake,54.2331,-125.7533,60.22,49,35,11.74,CA,1627004611
Sharan,54.8167,54.0,56.86,91,100,3.22,RU,1627004611
Örnsköldsvik,63.2909,18.7153,51.62,71,67,10.36,SE,1627004611
Hays,30.0502,-98.0336,77.63,91,2,3.0,US,1627004611
Pytalovo,57.0679,27.9138,54.01,96,22,7.74,RU,1627004612
Kutno,52.2306,19.3641,68.16,79,100,5.12,PL,1627004612
Bilma,18.6853,12.9164,83.16,54,100,13.04,NE,1627004612
Mossamedes,-15.1961,12.1522,64.92,82,0,6.08,AO,1627004613
Zabid,14.1951,43.3152,84.72,61,100,11.36,YE,1627004613
Rørvik,64.8621,11.2373,53.33,84,100,12.41,NO,1627004613
Province of Mantua,45.1667,10.7833,73.08,80,9,3.0,IT,1627004614
Moba,33.2288,105.0179,67.77,85,100,4.14,CN,1627004614
Ambon City,-3.6954,128.1814,80.74,89,40,2.3,ID,1627004316
Capaci,38.1711,13.2393,79.25,66,0,3.44,IT,1627004614
Mossendjo,-2.9506,12.7261,63.09,96,89,3.13,CG,1627004614
Pisco,-13.7,-76.2167,62.65,77,90,11.5,PE,1627004435
Bosaso,11.2842,49.1816,90.97,39,11,22.5,SO,1627004615
Havøysund,70.9963,24.6622,43.68,80,100,19.15,NO,1627004615
Abéché,13.8292,20.8324,72.86,85,72,4.52,TD,1627004615
Mahon,39.8885,4.2658,75.76,83,0,5.75,ES,1627004616
Chanika,-5.4167,38.0167,62.91,93,87,5.37,TZ,1627004616
Kyabé,9.4515,18.9449,67.95,96,98,1.39,TD,1627004616
Manta,-0.95,-80.7333,71.38,83,40,17.27,EC,1627004617
Hobyo,5.3505,48.5268,76.82,81,100,26.93,SO,1627004452
La Romana,18.4273,-68.9728,82.13,83,40,5.75,DO,1627004414
Paamiut,61.994,-49.6678,42.01,93,100,2.64,GL,1627004617
Shebunino,46.4339,141.8603,69.28,96,100,8.75,RU,1627004617
Española,35.9911,-106.0806,80.58,73,100,4.07,US,1627004064
Rovaniemi,66.5,25.7167,47.61,71,20,8.05,FI,1627004618
Kirensk,57.7853,108.1119,65.64,79,73,3.56,RU,1627004046
Cobija,-11.0267,-68.7692,69.8,56,0,0.83,BO,1627004618
Timrå,62.487,17.3257,55.08,62,90,11.5,SE,1627004618
Viedma,-40.8135,-62.9967,53.73,41,94,9.13,AR,1627004619
Kaeo,-35.1,173.7833,57.97,77,19,5.35,NZ,1627004620
Along,28.1667,94.7667,85.48,71,11,0.96,IN,1627004620
Djibouti,11.5,42.5,90.82,53,88,6.73,DJ,1627004621
Minudasht,37.2289,55.3747,81.55,59,0,0.92,IR,1627004621
Shiraoi,42.55,141.35,83.21,85,100,6.73,JP,1627004621
Sawtell,-30.3833,153.1,63.19,57,92,17.27,AU,1627004621
Clyde River,70.4692,-68.5914,37.63,93,90,6.91,CA,1627004622
Prome,18.8167,95.2167,80.98,86,100,10.4,MM,1627004622
Gwadar,25.1216,62.3254,83.34,87,0,5.61,PK,1627004622
Alice Springs,-23.7,133.8833,60.35,44,6,8.05,AU,1627004325
Hay River,60.8156,-115.7999,58.98,94,90,9.22,CA,1627004343
Port Macquarie,-31.4333,152.9167,64.36,49,99,9.64,AU,1627004623
Jining,35.405,116.5814,83.08,70,100,5.3,CN,1627004483
Sept-Îles,50.2001,-66.3821,64.06,80,75,1.99,CA,1627004624
Zahirābād,17.6833,77.6167,70.0,94,100,12.88,IN,1627004624
Coyhaique,-45.5752,-72.0662,42.75,56,20,3.44,CL,1627004375
Alta Floresta,-9.8756,-56.0861,72.43,38,0,3.85,BR,1627004439
Bacabal,-4.2917,-44.7917,73.85,57,53,3.53,BR,1627004624
Gornopravdinsk,60.05,69.9,73.47,71,19,11.45,RU,1627004625
Tai’an,36.1853,117.12,82.78,64,97,2.8,CN,1627004625
Bemidji,47.4736,-94.8803,80.89,74,75,6.91,US,1627004625
Kapuskasing,49.4169,-82.4331,71.69,46,20,3.44,CA,1627004109
Hangu,39.2489,117.7892,84.24,67,100,1.68,CN,1627004626
Solwezi,-12.1688,26.3894,51.3,59,0,4.0,ZM,1627004626
Florø,61.5996,5.0328,55.36,94,3,3.44,NO,1627004060
Elizabeth City,36.2946,-76.2511,77.02,80,1,6.91,US,1627004626
Sangar,63.9242,127.4739,71.65,52,100,3.51,RU,1627004627
Sabirabad,40.0095,48.4752,79.79,53,29,5.48,AZ,1627004627
Taseyevo,57.2169,94.8978,70.14,53,7,2.55,RU,1627004627
Sørland,67.667,12.6934,49.78,75,100,11.61,NO,1627004628
Plettenberg Bay,-34.0527,23.3716,48.54,83,100,3.94,ZA,1627004628
Nānākuli,21.3906,-158.1547,85.95,65,90,12.66,US,1627004055
Lyngseidet,69.5763,20.2189,46.49,94,100,8.32,NO,1627004038
Dingzhou,38.5131,114.9956,77.11,71,33,4.29,CN,1627004628
Rundu,-17.9333,19.7667,42.33,19,41,7.0,NA,1627004629
Moerai,-22.4333,-151.3333,73.85,73,33,15.75,PF,1627004629
Pacifica,37.6138,-122.4869,81.54,80,20,1.99,US,1627004378
Progreso,21.2833,-89.6667,81.18,84,0,15.99,MX,1627004630
Ngunguru,-35.6167,174.5,55.6,80,39,4.36,NZ,1627004630
Watertown,42.3709,-71.1828,71.74,83,20,1.01,US,1627004567
Veseloyarsk,51.2836,81.1056,68.27,82,85,6.46,RU,1627004630
Poum,-20.2333,164.0167,71.64,73,1,3.06,NC,1627004631
Faya,18.3851,42.4509,57.72,85,100,6.44,SA,1627004631
Codrington,-38.2667,141.9667,46.22,86,100,11.05,AU,1627004631
Sotaquirá,5.7648,-73.2476,52.77,96,100,4.32,CO,1627004631
Kisangani,0.5167,25.2,74.16,65,100,2.53,CD,1627004632
Shingū,33.7333,135.9833,85.19,77,100,7.49,JP,1627004632
Ambilobe,-13.2,49.05,65.43,76,40,3.33,MG,1627004632
Bereket,39.2446,55.5154,83.91,18,6,5.23,TM,1627004633
Rawson,-43.3002,-65.1023,53.53,48,100,9.84,AR,1627004449
Dalian,38.9122,121.6022,82.33,78,20,6.71,CN,1627004633
Mafinga,-7.25,35.0667,63.64,64,13,3.56,TZ,1627004633
Fortaleza,-3.7227,-38.5247,83.25,78,40,14.97,BR,1627004625
Gorin,51.1983,136.6669,92.59,47,25,2.06,RU,1627004634
Spentrup,56.537,10.0379,59.02,95,7,7.0,DK,1627004634
Saint-Augustin,51.226,-58.6502,48.52,92,100,14.32,CA,1627004082
Panabá,21.2833,-88.2667,79.72,84,0,11.79,MX,1627004634
Quartucciu,39.2519,9.1794,73.87,73,0,5.75,IT,1627004635
Omsukchan,62.5333,155.8,47.71,94,100,5.61,RU,1627004539
Talaya,61.3833,152.75,53.8,89,100,2.37,RU,1627004635
Port Blair,11.6667,92.75,83.3,83,93,21.65,IN,1627004635
Sibsāgar,26.9833,94.6333,80.78,76,10,3.11,IN,1627004636
Thayetmyo,19.3167,95.1833,81.5,86,99,11.16,MM,1627004636
León,21.1167,-101.6667,71.65,73,59,8.19,MX,1627004441
Arman',59.7,150.1667,54.68,92,100,2.08,RU,1627004636
Puerto Colombia,10.9878,-74.9547,80.69,85,53,29.75,CO,1627004637
Chebenki,51.9337,55.7077,65.95,92,99,10.2,RU,1627004637
Jūnāgarh,19.8667,82.9333,79.36,85,100,6.53,IN,1627004637
Kuusamo,65.9667,29.1833,46.44,76,20,8.05,FI,1627004637
Saldanha,-33.0117,17.9442,37.45,72,0,9.4,ZA,1627004638
Mitsamiouli,-11.3847,43.2844,76.91,63,13,11.48,KM,1627004638
Matai,-8.3,31.5167,52.14,88,13,5.3,TZ,1627004638
Verkh-Chebula,56.0308,87.6218,69.3,64,4,12.03,RU,1627004639
Masuguru,-11.3667,38.4167,66.31,79,48,1.54,TZ,1627004639
Marsá Maţrūḩ,31.3525,27.2453,77.2,88,0,5.75,EG,1627004639
Qui Nhon,13.7667,109.2333,83.14,70,100,15.9,VN,1627004403
Moose Factory,51.2585,-80.6094,60.8,82,1,3.44,CA,1627004640
Goderich,43.7501,-81.7165,64.9,68,99,3.44,CA,1627004640
Hofn,64.2539,-15.2082,53.22,98,100,3.96,IS,1627004640
Caravelas,-17.7125,-39.2481,70.18,67,72,7.43,BR,1627004641
Zharkent,44.1628,80.0,78.58,43,5,3.51,KZ,1627004641
Kungurtug,50.5994,97.5228,74.66,43,100,0.92,RU,1627004642
Yulara,-25.2406,130.9889,58.84,47,5,3.44,AU,1627004642
Pascagoula,30.3658,-88.5561,86.02,87,1,3.44,US,1627004643
Jiuquan,39.7432,98.5174,86.99,28,7,6.42,CN,1627004091
Lake Jackson,29.0339,-95.4344,86.95,82,1,5.75,US,1627004643
Xochitlan Todos Santos,18.7,-97.7833,60.42,62,17,10.65,MX,1627004643
Linhares,-19.3911,-40.0722,63.54,84,100,3.38,BR,1627004644
Ciudad del Carmen,18.6333,-91.8333,86.04,79,40,11.5,MX,1627004402
Kushmurun,52.4503,64.6311,77.27,37,12,15.7,KZ,1627004644
Shanghai,31.2222,121.4581,85.87,75,75,15.66,CN,1627004110
Bataiporã,-22.2953,-53.2711,60.55,35,0,5.88,BR,1627004644
Najrān,17.4924,44.1277,70.45,55,100,15.43,SA,1627004645
Fairbanks,64.8378,-147.7164,82.4,39,1,12.66,US,1627004590
Caçapava do Sul,-30.5122,-53.4914,47.82,76,99,2.35,BR,1627004645
Sun Valley,39.5963,-119.776,91.74,17,20,10.0,US,1627004645
Lufilufi,-13.8745,-171.5986,85.78,76,19,19.71,WS,1627004646
Rongcheng,30.634,117.8517,85.55,69,76,11.43,CN,1627003946
Sung Noen,14.8992,101.8207,81.55,78,100,12.88,TH,1627004646
Victor Harbor,-35.5667,138.6167,55.47,90,98,5.97,AU,1627004646
Hervey Bay,-25.2986,152.8535,73.04,74,23,8.08,AU,1627004635
Paita,-5.0892,-81.1144,65.95,80,60,13.22,PE,1627004647
Ulaangom,49.9811,92.0667,80.8,30,100,5.39,MN,1627004647
Campo Maior,-4.8278,-42.1686,76.14,42,8,6.04,BR,1627004647
Røros,62.5747,11.3842,48.04,81,90,6.91,NO,1627004648
Krasnoborsk,61.5598,45.934,52.77,83,94,3.91,RU,1627004648
Kiunga,-6.1219,141.2906,75.76,92,99,4.43,PG,1627004099
Tabuk,17.4189,121.4443,86.0,68,100,3.67,PH,1627004382
Rabo de Peixe,37.8,-25.5833,67.51,77,75,3.44,PT,1627004648
Bintulu,3.1667,113.0333,81.01,88,20,5.01,MY,1627004649
Palana,59.1167,159.9667,53.6,78,45,6.15,RU,1627004649
Rehli,23.6333,79.0833,78.46,85,100,7.87,IN,1627004649
Bubaque,11.2833,-15.8333,80.29,86,100,15.84,GW,1627004650
Arrondissement de Millau,44.0833,2.9167,73.53,66,18,4.25,FR,1627004650
Wagar,16.1525,36.2032,76.59,71,54,17.4,SD,1627004650
Yatou,37.15,122.3833,85.44,56,92,2.68,CN,1627004474
Pak Phanang,8.3511,100.202,87.08,71,100,11.18,TH,1627004651
Fort-Shevchenko,44.5086,50.263,82.85,70,100,17.69,KZ,1627004651
Hirara,24.8,125.2833,80.87,100,75,44.87,JP,1627004651
Champerico,14.3,-91.9167,83.35,81,67,6.35,GT,1627004387
San Buenaventura,27.0833,-101.5333,85.48,68,45,0.87,MX,1627004651
